"","query_target_gsea.Target.name","query_target_gsea.dangshen_CS","query_target_gsea.huangqi_CS","query_target_gsea.dangshen_NCS","query_target_gsea.huangqi_NCS","query_target_gsea.dangshen_Pvalue","query_target_gsea.huangqi_Pvalue","query_target_gsea.dangshen_FDR","query_target_gsea.huangqi_FDR"
"AXL","AXL",0.3504,-0.004454,5.27456710538397,-0.0656065825484744,0,0.913480885311871,0,0.986100816187844
"ATP4A","ATP4A",0.25945,-0.016954,3.80483429733836,-0.256485703308114,0,0.728395061728395,0.000143949305940245,0.951253936616698
"CETP","CETP",0.000219999999999998,-0.058437,0.00315800221782394,-0.895881073272089,1,0.497131931166348,0.998539073250552,0.97646467993267
"GLRA1","GLRA1",0.292902,-0.037107,4.20535191276709,-0.52694868092001,0,0.602362204724409,6.61350672452737e-06,0.951454669892051
"TPP2","TPP2",-0.217784,0.183082,-3.28861134546938,2.87253414631424,0,0.00400801603206413,0.00349704812607175,0.0165965951252014
"CCND1","CCND1",-0.42098,-0.042679,-5.88847538095247,-0.596974299927955,0,0.594936708860759,0,0.954824189947684
"TUBE1","TUBE1",-0.49167,0.014011,-7.06532020368713,0.224310413063618,0,0.747433264887064,0,0.964990743506047
"ITGB1","ITGB1",0.053862,0.144166,0.810912531576531,2.17047298702726,0.513565891472868,0.0697674418604651,0.969492192540185,0.172397223865442
"PTGER1","PTGER1",-0.244031,0.154299,-3.70332156294617,2.2119604506812,0,0.0432989690721649,0.000349167206833308,0.153575550103821
"AVPR1B","AVPR1B",0.094801,-0.047631,1.38933415847471,-0.66878401604145,0.427145708582834,0.569138276553106,0.806257274506016,0.959081745920263
"CACNA2D1","CACNA2D1",0.28445,-0.056117,4.5540427326707,-0.892734581207279,0,0.486868686868687,9.44332450569534e-06,0.975870862907038
"KCNC3","KCNC3",0.32003,-0.005576,4.77761403941432,-0.0849761173173153,0,0.91869918699187,0,0.982472523313073
"ADK","ADK",-0.25402,-0.01764,-3.99504242019387,-0.277429132714825,0,0.702334630350194,2.80803083929066e-05,0.950316235359512
"VDAC2","VDAC2",0.273383,0.167754,4.13951062264233,2.54009746396353,0,0.0226337448559671,1.24317183366116e-05,0.0541358112640414
"PRL","PRL",-0.063952,0.148863,-0.926929531548094,2.11998941002952,0.50996015936255,0.070281124497992,0.976482020096922,0.200142277035794
"KDM6A","KDM6A",-0.35034,0.021786,-5.2165439381123,0.337619849475669,0,0.633911368015414,0,0.953325695676174
"PPIF","PPIF",0.41068,-0.019642,6.60747874250396,-0.294250309171519,0,0.700772200772201,0,0.947985334713229
"ACVR1B","ACVR1B",-0.04852,-0.16891,-0.694778920455184,-2.4186955369762,0.547368421052632,0.0147368421052632,0.960682678206364,0.0826622778276539
"ARG1","ARG1",0.214955,-0.138212,3.30523322880289,-2.08320590185858,0,0.0652173913043478,0.00235164770993206,0.222902589211457
"GPR35","GPR35",0.23865,0.00386400000000001,3.5326898244859,0.0571980451783512,0,0.935416666666667,0.00066602573755111,0.989932394527284
"NR1I2","NR1I2",-0.31164,-0.053639,-4.61423482225156,-0.794195037962879,0,0.51984126984127,0,0.970013014997459
"MT-CO2","MT-CO2",0.3905,0.015571,5.88489132940643,0.234657216108035,0,0.722792607802875,0,0.964687904728433
"PAK2","PAK2",-0.107871,-0.000620999999999997,-1.43462625831046,-0.00825896586117481,0.377470355731225,0.99802371541502,0.774484524696407,0.998105673847413
"TXK","TXK",-0.06929,0.194118,-0.946371951352158,2.99030812908141,0.568548387096774,0,0.978219422037904,0.0104069784330313
"PPP1CA","PPP1CA",0.56332,-0.161584,8.34653007259054,-2.48198909036326,0,0.0141129032258065,0,0.0675992331424993
"TACR2","TACR2",0.04257,-0.042738,0.620988954161633,-0.653101247095259,0.570539419087137,0.532818532818533,0.955676196068315,0.958710463641851
"PLAUR","PLAUR",-0.036699,0.14447,-0.552397987710106,2.09916038878576,0.55959595959596,0.0792079207920792,0.954395665434944,0.210875458968903
"GHR","GHR",-0.195025,-0.146666,-2.91295521820601,-2.19064986557315,0.00395256916996047,0.0553359683794466,0.0151814181589936,0.16667313622704
"TNIK","TNIK",-0.107871,-0.000620999999999997,-1.47187574504976,-0.00847340654741218,0.363273453093812,0.992015968063872,0.74132646582005,0.998089484462416
"CACNA1H","CACNA1H",0.24246,-0.026762,3.49886562211162,-0.414867751019512,0,0.618955512572534,0.000805363155617446,0.944174568818678
"GRIA1","GRIA1",0.230623,-0.040459,3.45364817555239,-0.610555766412304,0,0.557729941291585,0.00102068847442987,0.955627874559518
"TBK1","TBK1",-0.29427,-0.030212,-4.453861653404,-0.457267367630549,0,0.613682092555332,0,0.94270387379347
"BCL2L2","BCL2L2",0.28581,-0.000905000000000003,4.25528448599693,-0.0137260313415721,0,0.986381322957198,6.99007650243641e-06,0.997816246411534
"TXN","TXN",-0.48992,0.013429,-7.76155737956095,0.198823288424256,0,0.763052208835341,0,0.967191134204296
"EBP","EBP",0.03167,-0.197081,0.487277324486607,-2.90943092290224,0.585714285714286,0,0.950870245104275,0.0153534160118919
"CA8","CA8",-0.02004,-0.00365699999999999,-0.294993576835672,-0.0538319117010006,0.722222222222222,0.952380952380952,0.94793822842663,0.987546517721394
"ACVRL1","ACVRL1",0.256003,-0.040257,3.93531665836126,-0.598252401046317,0,0.556201550387597,5.76168705840825e-05,0.954818324174883
"CHRNA1","CHRNA1",0.072139,0.019696,1.06835209543142,0.291690526228771,0.490234375,0.73046875,0.96301408805214,0.958862734433517
"DRD3","DRD3",0.27986,-0.041587,4.21594415277421,-0.617451828767957,0,0.57088122605364,6.65834405825298e-06,0.956450807072776
"WEE1","WEE1",-0.38129,-0.169596,-5.57524739805405,-2.47984383991286,0,0.00610997963340122,0,0.0678893910123074
"OXT","OXT",0.284211,0.109488,4.05527705986276,1.56223430736408,0,0.287937743190661,2.27734666340247e-05,0.65376150424306
"PLA2G1B","PLA2G1B",-0.0955,0.202535,-1.33467279942783,3.01132444403208,0.427685950413223,0,0.853976960999267,0.00948421956388529
"PDE8A","PDE8A",0.33479,0.020157,4.81377865126072,0.289827462807916,0,0.717391304347826,0,0.959439504334636
"NTSR2","NTSR2",-0.072622,-0.034459,-1.08899703229395,-0.516727007460786,0.504201680672269,0.588235294117647,0.966489658749799,0.949821784922738
"PGRMC1","PGRMC1",-0.00257,-0.025119,-0.0391729623066303,-0.382873789953402,0.95748987854251,0.645748987854251,0.991717910704059,0.941697064866254
"CA5B","CA5B",-0.02004,-0.00365699999999999,-0.288229875324793,-0.0525976374282817,0.707910750507099,0.941176470588235,0.947340899423374,0.988356836719563
"GABRR3","GABRR3",-0.27716,0.023586,-4.06828387412136,0.361096382482859,0,0.635458167330677,2.22089711834807e-05,0.950530066173894
"CSNK1D","CSNK1D",0.00235000000000002,-0.166677,0.0353705632361813,-2.69177428525635,0.967495219885277,0.00419287211740042,0.993707773030843,0.0332869329452727
"GRIN2D","GRIN2D",0.26862,-0.138835,3.911630679317,-1.86205083136566,0,0.130604288499025,7.08736107231568e-05,0.383733351874641
"CAMK1D","CAMK1D",-0.06929,0.194118,-1.03534595975588,2.68430501105117,0.51219512195122,0.00214132762312634,0.974746171283445,0.0333526379624313
"CHRNA7","CHRNA7",-0.02309,0.173625,-0.339153606530152,2.69150314353903,0.665217391304348,0.00555555555555556,0.941991302115943,0.0326370119308322
"ESRRG","ESRRG",0.42799,-0.016904,6.44964366631215,-0.252817389107233,0,0.730250481695568,0,0.952184889404056
"UGT1A1","UGT1A1",-0.37202,-0.041551,-5.55597790537625,-0.62054845961585,0,0.540384615384615,0,0.956855946386882
"SLC22A6","SLC22A6",-0.112458,-0.193605,-1.52750689082996,-2.62971928719285,0.310924369747899,0.00420168067226891,0.690355044111033,0.0407460893123832
"GABBR1","GABBR1",-0.203353,-0.009617,-3.01919534308578,-0.142784230448806,0.00204498977505112,0.846625766871166,0.0103166673571912,0.972573629393917
"BACE1","BACE1",0.232533,-0.147024,3.26695428893028,-2.28380355431493,0,0.0555555555555556,0.00290983486284261,0.125325762630685
"APOA1","APOA1",-0.31419,-0.160942,-4.81869971364399,-2.4683509001346,0,0.0131578947368421,0,0.0704042257023742
"CALY","CALY",-0.04502,0.181645,-0.670581176477514,2.68949372716519,0.542914171656687,0.00801603206412826,0.95866854604154,0.0328091839035549
"PDE4B","PDE4B",0.27544,-0.029557,4.07008497606376,-0.452445927578159,0,0.611001964636542,2.3040604072547e-05,0.942855918582369
"HCN1","HCN1",-0.00656000000000001,-0.010145,-0.0938734091891537,-0.145174654912189,0.872,0.822,0.981141755074125,0.973572602876938
"ADH1C","ADH1C",0.223798,0.005075,3.30800357363545,0.0750146030625827,0.00199203187250996,0.918326693227092,0.00231420924476284,0.986216024793452
"CACNA1C","CACNA1C",0.246564,-0.048939,3.7978969636059,-0.645163627945642,0,0.586558044806517,0.00014824237714601,0.959725077598595
"GSTP1","GSTP1",0.3997,-0.146811,5.60317671662368,-2.08744600240107,0,0.062,0,0.22078439973905
"RELA","RELA",0.02996,0.068367,0.450947283197888,1.02903581142824,0.597165991902834,0.479757085020243,0.951702068393483,0.966587689979197
"CA9","CA9",0.08908,-0.02724,1.35747292784037,-0.399481938553847,0.413441955193483,0.634577603143418,0.831047685493231,0.942712099312451
"CES1","CES1",0.35705,-0.133395,5.05138581755314,-2.05385641657894,0,0.105809128630705,0,0.240363971204612
"KCTD16","KCTD16",0.28615,-0.201872,3.9310143413639,-2.90557647431352,0,0,6.7731430937401e-05,0.0155913298153966
"PTGIR","PTGIR",0.26533,0.153186,4.04890612419697,2.33760122692962,0,0.0396975425330813,2.26422074603416e-05,0.105469797290883
"ERBB2","ERBB2",0.07154,-0.171341,1.1003396595546,-2.56199947551634,0.472689075630252,0.0133587786259542,0.959153974842394,0.0515556192659395
"PDPK1","PDPK1",-0.321114,-0.00412499999999999,-4.74979551958152,-0.0610154229285354,0,0.90448343079922,0,0.987826814340341
"HTR3A","HTR3A",0.223504,-0.095426,3.01727399272349,-1.46365072225971,0,0.373831775700935,0.00923732414213001,0.749139803180579
"CCKBR","CCKBR",-0.229859,0.006205,-3.13525960187929,0.0815718757788159,0,0.90625,0.00644208428631326,0.985864287132698
"DHODH","DHODH",-0.36833,-0.24973,-5.25465332366634,-3.56268719495886,0,0,0,0.000864313328666575
"PTK6","PTK6",0.40158,0.01383,6.34537936120685,0.218528304610515,0,0.772811918063315,0,0.965384215698774
"CACNA1I","CACNA1I",0.22732,-0.019199,3.44958749600858,-0.273310764562404,0,0.710691823899371,0.00105362677113634,0.950808492559931
"DAGLB","DAGLB",-0.00023999999999999,-0.148725,-0.00346524626983065,-2.14736979783577,0.998043052837573,0.0547945205479452,0.998876868884058,0.187472807268787
"SCNN1B","SCNN1B",0.23976,-0.140433,3.42245246867733,-2.17271711059182,0,0.0617760617760618,0.00124933382923182,0.174908610504453
"PTEN","PTEN",-0.135071,-0.130864,-2.0066872691065,-1.944185819194,0.0714285714285714,0.0873015873015873,0.271695627397798,0.317780653839756
"PANX3","PANX3",0.206247,0.042791,3.12007613282498,0.647336338466566,0,0.540983606557377,0.00585008839414195,0.958702206739492
"TYMP","TYMP",-0.27222,-0.000553999999999999,-3.94184119218658,-0.00802211454144207,0,0.989270386266094,7.51478051790034e-05,0.997611259737278
"KCNA6","KCNA6",0.30137,0.172312,4.18614581132726,2.39348029678277,0,0.0106609808102345,6.4612220302126e-06,0.0882533925427616
"PTK2","PTK2",-0.29682,0.00495100000000001,-4.22845862954025,0.0752704462375408,0,0.899383983572895,8.20896112292632e-06,0.986390181843005
"KIT","KIT",-0.26515,-0.166683,-4.22179610298421,-2.65397563580508,0,0.0164948453608247,8.1759934075732e-06,0.0374848084348931
"HSD3B2","HSD3B2",-0.36241,0.008592,-5.30009553486296,0.130527978650375,0,0.873345935727788,0,0.980827489694641
"MAP2K6","MAP2K6",-0.107871,-0.000620999999999997,-1.37707172427844,-0.00792763153003966,0.379518072289157,0.991967871485944,0.821725319490649,0.997279233571489
"KCNH6","KCNH6",0.227248,-0.011382,3.54636255578761,-0.169399876890952,0,0.812749003984064,0.000616671051441686,0.968952645377692
"PRKG1","PRKG1",0.03519,-0.176818,0.549139572042305,-2.78065915772864,0.5489443378119,0.00417536534446764,0.948571087503693,0.0248859898160526
"TAC1","TAC1",-0.28009,-0.140601,-4.44991778721551,-2.23379231961258,0,0.0443548387096774,0,0.146927663300796
"NNMT","NNMT",-0.55157,0.052431,-8.13410232614048,0.797475088984997,0,0.529636711281071,0,0.969245283268331
"PKD2","PKD2",-0.29921,0.015937,-4.48901868454239,0.242003734680689,0,0.754420432220039,0,0.963967118724399
"NAT1","NAT1",0.24753,-0.055038,3.76963763947526,-0.788933071911381,0,0.536821705426357,0.000165172330445071,0.969618664285317
"PPARG","PPARG",0.25407,-0.015401,3.7423171293561,-0.24627709386693,0,0.752475247524752,0.000195985626104897,0.953308846314664
"EP300","EP300",0.06436,0.234672,0.949529460906163,3.46221220711266,0.522988505747126,0,0.971640374160808,0.000999833289180624
"MAP2K5","MAP2K5",0.23795,-0.010961,3.58319866422465,-0.157812564671321,0,0.801192842942346,0.000497859547801253,0.97004947903553
"DRD1","DRD1",0.29038,-0.039082,4.219402882876,-0.590850633194103,0,0.558282208588957,6.72675170268709e-06,0.954471924636549
"PLCG2","PLCG2",0.113918,0.17067,1.54726619129905,2.3180877549554,0.286538461538462,0.0153846153846154,0.668744723645949,0.111968178629421
"SSTR1","SSTR1",0.276401,0.158358,4.08946398309279,2.34297031282306,0,0.033203125,2.35234909842471e-05,0.103499987038198
"STK3","STK3",-0.107871,-0.000620999999999997,-1.43255352133647,-0.00824703337087765,0.362903225806452,0.995967741935484,0.77598459072979,0.998009137899229
"KCNJ4","KCNJ4",0.2892,0.137742,4.18701836243766,1.99421951341248,0,0.0865979381443299,6.48254619532881e-06,0.276282144041807
"PI4KB","PI4KB",-0.04367,-0.00869099999999999,-0.695612423268583,-0.138437544552948,0.505952380952381,0.837301587301587,0.961184183032183,0.972176119909097
"GJB4","GJB4",0.206247,0.042791,3.05452929195589,0.633737038270057,0.00381679389312977,0.532442748091603,0.00779913792516509,0.955818197357294
"RIPK2","RIPK2",-0.258852,-0.006007,-4.04531133026637,-0.0938767525880042,0,0.871227364185111,2.17347582756483e-05,0.981257850310669
"BMPR1A","BMPR1A",-0.087486,-0.208038,-1.30717293769958,-3.10840184273078,0.457256461232604,0,0.873055498825726,0.00717614022951793
"ALOX12","ALOX12",0.29911,0.137104,4.2821672812987,1.9628306072521,0,0.0918163672654691,7.16865509921398e-06,0.299071742200185
"BCHE","BCHE",0.2526,-0.033839,3.76370078895102,-0.51009743476795,0,0.59830866807611,0.000168487667930059,0.948998109633757
"GABRD","GABRD",0.29989,-0.179207,4.56311049556729,-2.75388498522841,0,0.00757575757575758,9.53500726788656e-06,0.0272582848454331
"MAPK11","MAPK11",0.082005,-0.190676,1.23774208412759,-2.93305194916708,0.44327731092437,0,0.908933828711569,0.0141374381823443
"GRIN2A","GRIN2A",0.223541,0.029128,2.87677300762603,0.374851343449887,0,0.671259842519685,0.0163157618860129,0.949313976147568
"F2","F2",-0.011885,-0.039196,-0.163221382331315,-0.538294093551385,0.836978131212724,0.618290258449304,0.97053914857267,0.953091460203341
"MTNR1A","MTNR1A",-0.3413,0.000569,-4.96607042483299,0.00825225123359605,0,0.991853360488798,0,0.997482017340508
"CYP51A1","CYP51A1",0.25297,-0.02642,3.78606432015004,-0.398970851101337,0,0.604602510460251,0.000154233697238516,0.942363470991259
"PKN1","PKN1",-0.107871,-0.000620999999999997,-1.52491165348986,-0.00877872771010926,0.322896281800391,0.990215264187867,0.692935778184222,0.998290265912514
"SLC10A1","SLC10A1",0.35964,0.039997,5.26155553303355,0.585158593745809,0,0.576470588235294,0,0.950843857594997
"MAP2K4","MAP2K4",-0.107871,-0.000620999999999997,-1.39749124359734,-0.00804518417622847,0.380952380952381,0.993506493506494,0.805269025174678,0.997697354875811
"CYP2E1","CYP2E1",0.062381,-0.025391,0.949812301114327,-0.374229929700628,0.479125248508946,0.641851106639839,0.971822191605065,0.941372547742784
"MMP14","MMP14",-0.376,-0.21576,-5.79799991694398,-3.32706505872296,0,0,0,0.00287030795889473
"GRIK1","GRIK1",0.041567,0.144395,0.551368609422297,1.91533837798091,0.6,0.103030303030303,0.948877203978468,0.335753179628778
"QPRT","QPRT",-0.55157,0.052431,-8.072703640966,0.811304746574547,0,0.514970059880239,0,0.969630374186903
"KCND3","KCND3",0.31971,0.032767,4.57520621914985,0.468911770613628,0,0.596602972399151,9.62848773129721e-06,0.951778800739597
"GABRA1","GABRA1",0.287436,-0.030648,4.47422619637061,-0.483566195932558,0,0.58592132505176,8.80812330576067e-06,0.944329238090752
"LYN","LYN",-0.29625,-0.063027,-4.49516284297351,-0.956343049802841,0,0.49601593625498,0,0.977859767376921
"ND1","ND1",-0.39951,-0.153123,-6.18083745065393,-2.36897292422338,0,0.0248091603053435,0,0.096701996105334
"CCNE1","CCNE1",-0.40244,-0.158956,-5.86242162569944,-2.31554291803668,0,0.031496062992126,0,0.114054368052333
"FRK","FRK",-0.28522,0.175653,-4.31010559080805,2.61956750242013,0,0.00204918032786885,8.70009554908431e-06,0.0418581033524888
"STAT6","STAT6",0.282183,-0.050972,4.2992653836485,-0.779948393687769,0,0.50796812749004,7.3565973677327e-06,0.967985480994359
"ITGAL","ITGAL",-0.34625,-0.166086,-5.72408161614126,-2.74567456837094,0,0.00392156862745098,0,0.0280739759766376
"CYP11A1","CYP11A1",-0.26231,-0.034385,-3.76574794574932,-0.493634413917084,0,0.61569416498994,0.000208487831893117,0.945160263985354
"HRH3","HRH3",0.24458,-0.15479,3.41991905093895,-2.20267755993792,0,0.0439121756487026,0.00126876528488265,0.161115500603803
"TNKS","TNKS",0.29841,-0.021856,4.65313850369087,-0.324181019831776,0,0.681034482758621,1.06173594442412e-05,0.942268682130202
"DOT1L","DOT1L",0.25439,0.037182,4.03724948963143,0.590090060629254,0,0.541015625,2.25124526897952e-05,0.95124228843681
"LDHA","LDHA",-0.41225,-0.006511,-6.10473640858697,-0.0964170739995386,0,0.865234375,0,0.981050319042908
"KCNA10","KCNA10",0.32689,-0.034948,4.66827296502547,-0.526370100553021,0,0.567134268537074,1.07333961594789e-05,0.951053058930009
"MAPK10","MAPK10",-0.27426,-0.050575,-4.2701484209752,-0.787438038324294,0,0.495884773662551,8.58996775732375e-06,0.96951103535025
"AKR1B1","AKR1B1",-0.24435,-0.05356,-3.7003329423484,-0.811089962726337,0,0.503861003861004,0.000358916658576964,0.970933706311647
"ROCK1","ROCK1",-0.28356,-0.192739,-4.31981518291204,-2.9362281652535,0,0,8.81308380296852e-06,0.0139734125938962
"LTF","LTF",0.35054,-0.169978,5.26944347828126,-2.43340511566813,0,0.012,0,0.0787197068300879
"SGK1","SGK1",0.11685,-0.185142,1.71012853729863,-2.73939368510597,0.203155818540434,0.00405679513184584,0.511002475779867,0.0286489541923953
"GSK3A","GSK3A",-0.25398,-0.01619,-3.93379065331183,-0.2507601806328,0,0.74852652259332,7.43988237320365e-05,0.95208841874085
"CDH5","CDH5",0.31055,0.131992,4.60204456251066,1.95599119592628,0,0.104477611940299,9.97061673697782e-06,0.304220995548743
"CAD","CAD",0.33019,-0.019038,4.9119648463394,-0.274909478640636,0,0.709163346613546,0,0.950399921839873
"MCL1","MCL1",-0.1056,0.215032,-1.63718258371956,3.26217974780768,0.275303643724696,0,0.585163039429388,0.00298951837841297
"SLCO1C1","SLCO1C1",0.37059,-0.01111,5.46589615519282,-0.167232452517967,0,0.833655705996131,0,0.969631360015506
"GPR17","GPR17",-0.04781,-0.14882,-0.70502224125871,-2.19454946547001,0.536534446764092,0.0563674321503132,0.964166869868543,0.16483605814664
"ALDH5A1","ALDH5A1",-0.33585,0.185099,-4.83004205966335,2.92289839793707,0,0,0,0.013690926750024
"SSTR3","SSTR3",0.276401,0.158358,3.87402379167705,2.21953849516606,0,0.0330578512396694,9.33000461162699e-05,0.150205753631682
"CA1","CA1",0.282687,-0.034764,4.38211409962309,-0.48660331558514,0,0.613095238095238,7.95227326795397e-06,0.944569159100542
"NTRK3","NTRK3",-0.328895,-0.042531,-4.75575277200622,-0.614989346588414,0,0.55668016194332,0,0.955628689981685
"TAAR1","TAAR1",-0.212419,0.131884,-2.86232706949994,1.80628042101266,0.00191938579654511,0.169102296450939,0.0184753921465652,0.424159115195019
"PDGFB","PDGFB",-0.07847,-0.21752,-1.26437317045799,-3.50486111938347,0.443579766536965,0,0.900747404929451,0.00119783252569499
"GPER1","GPER1",0.2675,0.017491,3.83675725420488,0.250873723862795,0,0.752598752598753,0.000114978233981539,0.963779965399471
"NPPB","NPPB",-0.321173,0.190121,-5.02746425643311,2.83167385231543,0,0,0,0.0195750291145159
"CDH2","CDH2",0.25188,0.016103,3.8719767463555,0.247540263405441,0,0.742738589211618,9.30673776720897e-05,0.964342560896823
"PRKCA","PRKCA",-0.41613,-0.152914,-6.60390627555169,-2.42671694955834,0,0.0275049115913556,0,0.0806039311861785
"GJA5","GJA5",0.206247,0.042791,3.06377231436061,0.635654730026641,0,0.551307847082495,0.00753238089663153,0.956429872506223
"FGFR4","FGFR4",0.095444,-0.147006,1.44593583573202,-2.13867208035894,0.354251012145749,0.0731225296442688,0.760579098758734,0.192508257085381
"CDK7","CDK7",-0.38663,0.114632,-5.70729675475499,1.458837077052,0,0.332669322709163,0,0.750380727959828
"PIM2","PIM2",0.2774,0.019291,4.23399414320366,0.294441171652999,0,0.679920477137177,6.84394249890115e-06,0.959377282581197
"BCL2","BCL2",-0.39088,-0.004368,-5.81681406155348,-0.065001647106185,0,0.93574297188755,0,0.9858910359388
"HSP90AB1","HSP90AB1",0.37932,-0.213714,5.96506199645858,-3.23159384661987,0,0,0,0.00448292196110999
"CDK5R1","CDK5R1",-0.34223,-0.010138,-5.50429170618938,-0.163055574664255,0,0.819277108433735,0,0.970474922521325
"AKT3","AKT3",0.25603,0.033435,4.089973308686,0.534110290106301,0,0.567514677103718,2.35941320983139e-05,0.946991852563662
"TLR7","TLR7",-0.186147,-0.00450300000000001,-2.84992050795044,-0.0689411704045773,0.00397614314115308,0.916500994035785,0.0193607387169036,0.985362190641699
"SLC6A4","SLC6A4",0.32286,-0.032317,4.61736027487071,-0.508975365018642,0,0.576374745417515,1.02302682145033e-05,0.948487745272859
"ALDH1A2","ALDH1A2",-0.31467,0.17723,-4.46949882567169,2.78171771875981,0,0.005859375,0,0.023219017281913
"TOP2B","TOP2B",-0.36697,0.118426,-5.27489882492974,1.67675186491707,0,0.220238095238095,0,0.54285104049402
"KCND1","KCND1",0.30137,0.172312,4.27309833001016,2.44319646760033,0,0.00998003992015968,7.04018457772269e-06,0.075568505981139
"CACNB1","CACNB1",0.28405,-0.195417,4.41666052803474,-2.88302978276749,0,0,8.18421457160263e-06,0.0171883887720426
"CACNA1D","CACNA1D",0.257392,-0.045766,3.92619018631842,-0.693762404742739,0,0.523255813953488,6.73740091382591e-05,0.96002964271362
"KCNJ5","KCNJ5",-0.080157,-0.054146,-1.17427705128002,-0.793223364380003,0.49500998003992,0.542914171656687,0.94378471987439,0.969597969290237
"NCF1","NCF1",0.29391,0.005727,4.46789812687578,0.0870594827417155,0,0.896,8.65291408451379e-06,0.985502743669858
"PTGR2","PTGR2",0.270331,-0.036051,4.15180489473171,-0.541891385864366,0,0.579497907949791,1.25508721864833e-05,0.953813966548731
"ATP5F1A","ATP5F1A",0.43955,0.008117,6.75851191629389,0.124806827948032,0,0.858823529411765,0,0.981464128756032
"OPRK1","OPRK1",0.319442,-0.063341,4.90641439184925,-0.865369376918383,0,0.568273092369478,0,0.973955669390712
"PKD2L1","PKD2L1",-0.208465,-0.19035,-3.08361121705604,-2.81565440321693,0,0.00190839694656489,0.0078564121176668,0.0218075884821466
"STAT1","STAT1",0.34509,0.065692,5.00812747361637,0.95335683443973,0,0.5042194092827,0,0.971521506763059
"GPR97","GPR97",-0.22674,0.155129,-3.40245174740545,2.11085797863667,0,0.0563380281690141,0.00201827216574016,0.204455339016113
"ROCK2","ROCK2",-0.24494,-0.170335,-3.6530858519545,-2.54041144195586,0,0.0104166666666667,0.000480362578968542,0.0555490191598313
"ADORA3","ADORA3",0.079802,-0.07515,1.19552338166593,-1.14363709928834,0.46259842519685,0.49390243902439,0.928526126526061,0.951674659031781
"ALDH7A1","ALDH7A1",-0.34026,0.185099,-5.28214500083617,2.68366370363698,0,0.00775193798449612,0,0.0334267378942609
"GJB2","GJB2",0.206247,0.042791,3.12679011802532,0.648729319410325,0,0.533333333333333,0.00572895020012184,0.958780234964194
"PPP2CA","PPP2CA",0.56332,-0.161584,8.5537626759568,-2.56250274604899,0,0.0336842105263158,0,0.051511878774374
"SLC23A1","SLC23A1",-0.30673,0.199785,-4.65368641091827,2.89366358806385,0,0.00193798449612403,0,0.0152694465695349
"HCN2","HCN2",0.201732,0.023635,2.79042731049782,0.326927554793568,0.00410677618069815,0.68788501026694,0.022587705270363,0.954200929666097
"HCK","HCK",-0.4131,-0.203998,-6.22665580798029,-3.07486161102969,0,0,0,0.00815073756452273
"KDM6B","KDM6B",-0.35034,0.021786,-5.41939768526689,0.33422633315304,0,0.655577299412916,0,0.952918339817648
"ACHE","ACHE",0.3045,-0.056218,4.32400531547346,-0.895697893773206,0,0.48,7.58382817445803e-06,0.97607628645645
"MAP2K7","MAP2K7",0.03409,-0.186921,0.503273076673734,-2.73004992238956,0.587991718426501,0.00386847195357834,0.950756444634706,0.0295912849598402
"PRKAA2","PRKAA2",0.03209,-0.00268500000000001,0.462902293980825,-0.036196932772736,0.579457364341085,0.942148760330578,0.952273452887506,0.990924740694744
"ODC1","ODC1",-0.006079,-0.135842,-0.0919785945991513,-2.05536375185687,0.882936507936508,0.0912698412698413,0.981992973332283,0.239405953597702
"MYC","MYC",0.28103,-0.035583,4.24028118101524,-0.527605105072986,0,0.602766798418972,6.89197016556011e-06,0.951603364825436
"PTGFR","PTGFR",-0.35174,0.120522,-5.43524896611035,1.87223199455311,0,0.158730158730159,0,0.369269499857012
"NPY1R","NPY1R",-0.00664999999999999,0.001807,-0.0954079751808217,0.0278518031057497,0.888659793814433,0.963106796116505,0.980950139856211,0.994060241230388
"GNPTAB","GNPTAB",-0.04157,0.007341,-0.615737721896953,0.108015680084387,0.58206106870229,0.876050420168067,0.956052161152586,0.984554549215548
"PDGFRB","PDGFRB",0.04449,0.036047,0.685943752584255,0.555770160696891,0.509881422924901,0.549407114624506,0.962600491118713,0.949515545330992
"KCNA3","KCNA3",0.076738,-0.0246,1.09245527609239,-0.380494369952271,0.511764705882353,0.630612244897959,0.96044287262449,0.941466449908925
"CYP4F2","CYP4F2",0.268835,-0.174609,4.12269102846571,-2.69324410015596,0,0.00606060606060606,1.84144827861059e-05,0.0330426619311944
"SLC19A2","SLC19A2",-0.31105,0.014756,-4.49276074044972,0.211598677950408,0,0.760416666666667,0,0.966310416665965
"GNAS","GNAS",-0.38458,0.103636,-5.95113233604656,1.56394608910814,0,0.305927342256214,0,0.652016669942104
"HIF1A","HIF1A",-0.57533,0.00238999999999999,-8.94756679588055,0.0370127409287644,0,0.954838709677419,0,0.994852277857089
"MMP13","MMP13",-0.01675,-0.179456,-0.250856075277113,-2.68761957283161,0.715399610136452,0.00974658869395711,0.952123710967127,0.0337074755301757
"PRKAG1","PRKAG1",0.03209,-0.00268500000000001,0.476534972435501,-0.0369730738062162,0.583984375,0.963114754098361,0.950811395985986,0.991028785989168
"TRPC3","TRPC3",-0.29931,-0.138594,-4.71025363351799,-2.18105941025623,0,0.0507399577167019,0,0.170986562774552
"ANO1","ANO1",0.021714,-0.178485,0.318572085257905,-2.61736280184877,0.691848906560636,0.0100603621730382,0.955609586046014,0.0424444475908347
